type,name,industry,program,role,gender,commitment,completed
application,Organization 9976,Healthcare / Life Sciences,Israel,,,,
application,Organization 3755,Healthcare / Life Sciences,Boston,,,,
application,Organization 1672,High Tech,Israel,,,,
application,Organization 5170,General,Switzerland,,,,
application,Organization 5685,General,Israel,,,,
application,Organization 3336,High Tech,Switzerland,,,,
application,Organization 9722,High Tech,Boston,,,,
application,Organization 12037,Healthcare / Life Sciences,Boston,,,,
application,Organization 4376,High Tech,Israel,,,,
application,Organization 890,High Tech,Switzerland,,,,
application,Organization 15289,High Tech,Israel,,,,
application,Organization 1147,General,Israel,,,,
application,Organization 2579,General,Israel,,,,
application,Organization 1500,General,Israel,,,,
application,Organization 15746,Healthcare / Life Sciences,Israel,,,,
application,Organization 813,Healthcare / Life Sciences,Boston,,,,
application,Organization 7569,High Tech,Israel,,,,
application,Organization 5618,High Tech,Boston,,,,
application,Organization 5107,Social Impact,Boston,,,,
application,Organization 14443,Social Impact,Israel,,,,
application,Organization 1977,Healthcare / Life Sciences,Israel,,,,
application,Organization 9613,Healthcare / Life Sciences,Boston,,,,
application,Organization 796,General,Boston,,,,
application,Organization 6110,Healthcare / Life Sciences,Boston,,,,
application,Organization 4030,High Tech,Boston,,,,
application,Organization 15729,Energy / Clean Tech,Switzerland,,,,
application,Organization 7595,General,Boston,,,,
application,Organization 996,General,Boston,,,,
application,Organization 7460,Healthcare / Life Sciences,Boston,,,,
application,Organization 5938,General,Boston,,,,
application,Organization 7017,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 12957,High Tech,Boston,,,,
application,Organization 10705,High Tech,Boston,,,,
application,Organization 15814,General,Boston,,,,
application,Organization 15167,General,Boston,,,,
application,Organization 7666,General,Boston,,,,
application,Organization 12946,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 6250,High Tech,Boston,,,,
application,Organization 13573,High Tech,Boston,,,,
application,Organization 5164,High Tech,Boston,,,,
application,Organization 4464,General,Boston,,,,
application,Organization 16429,General,Boston,,,,
application,Organization 15006,High Tech,Boston,,,,
application,Organization 5022,Healthcare / Life Sciences,Israel,,,,
application,Organization 319,General,Boston,,,,
application,Organization 4718,High Tech,Israel,,,,
application,Organization 1024,High Tech,Israel,,,,
application,Organization 12226,General,Boston,,,,
application,Organization 2514,High Tech,Israel,,,,
application,Organization 9000,High Tech,Boston,,,,
application,Organization 8081,Social Impact,Switzerland,,,,
application,Organization 10753,General,Boston,,,,
application,Organization 9397,High Tech,Boston,,,,
application,Organization 2293,Social Impact,Boston,,,,
application,Organization 2670,High Tech,Boston,,,,
application,Organization 10357,High Tech,Boston,,,,
application,Organization 15864,High Tech,Boston,,,,
application,Organization 4299,Social Impact,Boston,,,,
application,Organization 11785,Healthcare / Life Sciences,Boston,,,,
application,Organization 2705,High Tech,Boston,,,,
application,Organization 9011,Social Impact,Boston,,,,
application,Organization 12300,Healthcare / Life Sciences,Boston,,,,
application,Organization 15954,High Tech,Boston,,,,
application,Organization 3798,Social Impact,Boston,,,,
application,Organization 3357,High Tech,Boston,,,,
application,Organization 1044,High Tech,Boston,,,,
application,Organization 12952,High Tech,Boston,,,,
application,Organization 11538,Social Impact,Boston,,,,
application,Organization 1146,High Tech,Boston,,,,
application,Organization 7099,Social Impact,Boston,,,,
application,Organization 16064,Social Impact,Boston,,,,
application,Organization 16320,Social Impact,Boston,,,,
application,Organization 7601,High Tech,Boston,,,,
application,Organization 15510,Healthcare / Life Sciences,Boston,,,,
application,Organization 805,Healthcare / Life Sciences,Boston,,,,
application,Organization 2933,Social Impact,Switzerland,,,,
application,Organization 11480,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 8145,Healthcare / Life Sciences,Boston,,,,
application,Organization 3901,High Tech,Switzerland,,,,
application,Organization 8710,High Tech,Boston,,,,
application,Organization 10173,High Tech,Boston,,,,
application,Organization 11092,Energy / Clean Tech,Boston,,,,
application,Organization 12385,Social Impact,Boston,,,,
application,Organization 10986,High Tech,Boston,,,,
application,Organization 10200,Social Impact,Boston,,,,
application,Organization 15147,High Tech,Boston,,,,
application,Organization 7983,High Tech,Boston,,,,
application,Organization 6344,Social Impact,Boston,,,,
application,Organization 14520,Social Impact,Boston,,,,
application,Organization 10002,High Tech,Boston,,,,
application,Organization 16389,Healthcare / Life Sciences,Boston,,,,
application,Organization 13675,Social Impact,Boston,,,,
application,Organization 8925,High Tech,Israel,,,,
application,Organization 15209,High Tech,Boston,,,,
application,Organization 578,General,Boston,,,,
application,Organization 8471,General,Boston,,,,
application,Organization 8028,Healthcare / Life Sciences,Boston,,,,
application,Organization 2030,General,Boston,,,,
application,Organization 2526,General,Boston,,,,
application,Organization 2778,Healthcare / Life Sciences,Boston,,,,
application,Organization 14314,High Tech,Boston,,,,
application,Organization 2540,General,Boston,,,,
application,Organization 2569,High Tech,Boston,,,,
application,Organization 1369,High Tech,Boston,,,,
application,Organization 5047,High Tech,Boston,,,,
application,Organization 13653,High Tech,Boston,,,,
application,Organization 226,High Tech,Boston,,,,
application,Organization 9526,High Tech,Boston,,,,
application,Organization 14407,High Tech,Boston,,,,
application,Organization 7772,Healthcare / Life Sciences,Israel,,,,
application,Organization 1083,General,Boston,,,,
application,Organization 3632,High Tech,Boston,,,,
application,Organization 12688,High Tech,Boston,,,,
application,Organization 14299,Healthcare / Life Sciences,Boston,,,,
application,Organization 9650,Healthcare / Life Sciences,Boston,,,,
application,Organization 4075,High Tech,Boston,,,,
application,Organization 11573,General,Boston,,,,
application,Organization 15325,General,Boston,,,,
application,Organization 6046,High Tech,Israel,,,,
application,Organization 9060,High Tech,Boston,,,,
application,Organization 4162,High Tech,Boston,,,,
application,Organization 10550,High Tech,Boston,,,,
application,Organization 2422,Healthcare / Life Sciences,Boston,,,,
application,Organization 10835,General,Boston,,,,
application,Organization 6534,Healthcare / Life Sciences,Boston,,,,
application,Organization 1307,High Tech,Boston,,,,
application,Organization 3445,Healthcare / Life Sciences,Boston,,,,
application,Organization 6357,High Tech,Boston,,,,
application,Organization 2198,General,Boston,,,,
application,Organization 1980,Healthcare / Life Sciences,Boston,,,,
application,Organization 5126,High Tech,Boston,,,,
application,Organization 13011,High Tech,Boston,,,,
application,Organization 5984,Social Impact,Boston,,,,
application,Organization 2523,General,Boston,,,,
application,Organization 10844,General,Boston,,,,
application,Organization 12336,General,Boston,,,,
application,Organization 15141,General,Boston,,,,
application,Organization 7245,High Tech,Boston,,,,
application,Organization 6445,Social Impact,Boston,,,,
application,Organization 12237,General,Boston,,,,
application,Organization 10402,Social Impact,Boston,,,,
application,Organization 515,High Tech,Boston,,,,
application,Organization 5319,Healthcare / Life Sciences,Boston,,,,
application,Organization 9440,General,Boston,,,,
application,Organization 14557,Social Impact,Boston,,,,
application,Organization 16013,Healthcare / Life Sciences,Israel,,,,
application,Organization 14769,High Tech,Boston,,,,
application,Organization 3496,High Tech,Israel,,,,
application,Organization 15872,High Tech,Boston,,,,
application,Organization 4720,Healthcare / Life Sciences,Boston,,,,
application,Organization 2240,High Tech,Boston,,,,
application,Organization 12533,Social Impact,Boston,,,,
application,Organization 6955,Social Impact,Boston,,,,
application,Organization 8033,Social Impact,Boston,,,,
application,Organization 7703,High Tech,Boston,,,,
application,Organization 9904,Healthcare / Life Sciences,Boston,,,,
application,Organization 1743,Energy / Clean Tech,Boston,,,,
application,Organization 10866,Healthcare / Life Sciences,Boston,,,,
application,Organization 2979,High Tech,Boston,,,,
application,Organization 5771,Social Impact,Boston,,,,
application,Organization 9619,Healthcare / Life Sciences,Boston,,,,
application,Organization 10363,General,Boston,,,,
application,Organization 4900,Social Impact,Boston,,,,
application,Organization 148,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 954,General,Boston,,,,
application,Organization 2086,General,Switzerland,,,,
application,Organization 2440,High Tech,Israel,,,,
application,Organization 6994,High Tech,Boston,,,,
application,Organization 3160,High Tech,Boston,,,,
application,Organization 13815,High Tech,Switzerland,,,,
application,Organization 16080,General,Israel,,,,
application,Organization 15700,High Tech,Boston,,,,
application,Organization 15288,General,Israel,,,,
application,Organization 13396,Social Impact,Boston,,,,
application,Organization 7082,General,Israel,,,,
application,Organization 490,High Tech,Switzerland,,,,
application,Organization 1236,Social Impact,Boston,,,,
application,Organization 9620,General,Israel,,,,
application,Organization 9375,General,Switzerland,,,,
application,Organization 13733,High Tech,Israel,,,,
application,Organization 6316,High Tech,Boston,,,,
application,Organization 9784,Healthcare / Life Sciences,Boston,,,,
application,Organization 9038,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 15204,General,Switzerland,,,,
application,Organization 4160,Social Impact,Israel,,,,
application,Organization 15392,Social Impact,Israel,,,,
application,Organization 11323,High Tech,Israel,,,,
application,Organization 4470,High Tech,Boston,,,,
application,Organization 11663,Social Impact,Boston,,,,
application,Organization 834,High Tech,Israel,,,,
application,Organization 5229,High Tech,Boston,,,,
application,Organization 11842,Healthcare / Life Sciences,Israel,,,,
application,Organization 15436,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 11468,High Tech,Switzerland,,,,
application,Organization 9192,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 8746,Healthcare / Life Sciences,Israel,,,,
application,Organization 14684,High Tech,Boston,,,,
application,Organization 12891,High Tech,Switzerland,,,,
application,Organization 5940,High Tech,Israel,,,,
application,Organization 8375,High Tech,Switzerland,,,,
application,Organization 4166,High Tech,Boston,,,,
application,Organization 987,High Tech,Switzerland,,,,
application,Organization 3773,General,Israel,,,,
application,Organization 2533,Social Impact,Switzerland,,,,
application,Organization 10349,Social Impact,Boston,,,,
application,Organization 9471,High Tech,Israel,,,,
application,Organization 9597,Social Impact,Boston,,,,
application,Organization 5287,Healthcare / Life Sciences,Israel,,,,
application,Organization 7139,High Tech,Switzerland,,,,
application,Organization 1586,High Tech,Israel,,,,
application,Organization 6615,High Tech,Boston,,,,
application,Organization 8505,High Tech,Israel,,,,
application,Organization 3340,High Tech,Boston,,,,
application,Organization 2311,Healthcare / Life Sciences,Israel,,,,
application,Organization 7769,High Tech,Switzerland,,,,
application,Organization 7210,High Tech,Switzerland,,,,
application,Organization 14469,General,Boston,,,,
application,Organization 459,General,Boston,,,,
application,Organization 1121,High Tech,Boston,,,,
application,Organization 5396,Energy / Clean Tech,Boston,,,,
application,Organization 4212,High Tech,Boston,,,,
application,Organization 8952,High Tech,Boston,,,,
application,Organization 10826,High Tech,Boston,,,,
application,Organization 2830,Social Impact,Boston,,,,
application,Organization 14518,High Tech,Boston,,,,
application,Organization 4748,General,Boston,,,,
application,Organization 4921,High Tech,Boston,,,,
application,Organization 5819,High Tech,Switzerland,,,,
application,Organization 15329,Social Impact,Boston,,,,
application,Organization 12509,Social Impact,Switzerland,,,,
application,Organization 14959,High Tech,Israel,,,,
application,Organization 8908,High Tech,Israel,,,,
application,Organization 9121,High Tech,Switzerland,,,,
application,Organization 4172,High Tech,Israel,,,,
application,Organization 16364,High Tech,Boston,,,,
application,Organization 13174,Energy / Clean Tech,Boston,,,,
application,Organization 4463,Healthcare / Life Sciences,Boston,,,,
application,Organization 2865,High Tech,Boston,,,,
application,Organization 1880,General,Switzerland,,,,
application,Organization 9902,Social Impact,Israel,,,,
application,Organization 2669,High Tech,Boston,,,,
application,Organization 7444,High Tech,Boston,,,,
application,Organization 12724,High Tech,Switzerland,,,,
application,Organization 10245,High Tech,Boston,,,,
application,Organization 5960,High Tech,Boston,,,,
application,Organization 1747,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 3666,High Tech,Boston,,,,
application,Organization 14431,Social Impact,Israel,,,,
application,Organization 3670,Social Impact,Boston,,,,
application,Organization 4741,High Tech,Boston,,,,
application,Organization 13299,High Tech,Boston,,,,
application,Organization 8044,High Tech,Boston,,,,
application,Organization 5585,General,Boston,,,,
application,Organization 8690,General,Boston,,,,
application,Organization 11629,Energy / Clean Tech,Boston,,,,
application,Organization 16028,General,Boston,,,,
application,Organization 6906,High Tech,Boston,,,,
application,Organization 10338,High Tech,Israel,,,,
application,Organization 6217,Social Impact,Switzerland,,,,
application,Organization 1370,Social Impact,Israel,,,,
application,Organization 11655,Social Impact,Boston,,,,
application,Organization 8435,General,Switzerland,,,,
application,Organization 7911,High Tech,Unknown Program,,,,
application,Organization 6793,Social Impact,Switzerland,,,,
application,Organization 4315,Social Impact,Boston,,,,
application,Organization 8709,High Tech,Boston,,,,
application,Organization 6457,Social Impact,Boston,,,,
application,Organization 6034,High Tech,Israel,,,,
application,Organization 15121,General,Switzerland,,,,
application,Organization 16602,General,Israel,,,,
application,Organization 12003,General,Israel,,,,
application,Organization 14571,Social Impact,Boston,,,,
application,Organization 5593,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 12372,High Tech,Boston,,,,
application,Organization 13047,General,Switzerland,,,,
application,Organization 5520,High Tech,Boston,,,,
application,Organization 10707,High Tech,Boston,,,,
application,Organization 3558,Healthcare / Life Sciences,Boston,,,,
application,Organization 9970,High Tech,Boston,,,,
application,Organization 2513,General,Boston,,,,
application,Organization 7069,High Tech,Israel,,,,
application,Organization 1958,Healthcare / Life Sciences,Boston,,,,
application,Organization 15304,Social Impact,Boston,,,,
application,Organization 15997,High Tech,Boston,,,,
application,Organization 6833,Healthcare / Life Sciences,Boston,,,,
application,Organization 4102,Healthcare / Life Sciences,Boston,,,,
application,Organization 2752,General,Boston,,,,
application,Organization 4192,General,Israel,,,,
application,Organization 15826,General,Boston,,,,
application,Organization 5357,High Tech,Boston,,,,
application,Organization 2930,General,Boston,,,,
application,Organization 14580,Healthcare / Life Sciences,Boston,,,,
application,Organization 3727,Social Impact,Boston,,,,
application,Organization 15879,High Tech,Israel,,,,
application,Organization 11069,Social Impact,Boston,,,,
application,Organization 14594,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 6702,General,Israel,,,,
application,Organization 12717,High Tech,Israel,,,,
application,Organization 7248,General,Boston,,,,
application,Organization 7143,General,Israel,,,,
application,Organization 8799,High Tech,Boston,,,,
application,Organization 6595,High Tech,Switzerland,,,,
application,Organization 13156,High Tech,Israel,,,,
application,Organization 12165,High Tech,Israel,,,,
application,Organization 5033,High Tech,Boston,,,,
application,Organization 15268,High Tech,Switzerland,,,,
application,Organization 2076,Social Impact,Boston,,,,
application,Organization 3069,General,Boston,,,,
application,Organization 7228,High Tech,Israel,,,,
application,Organization 8388,General,Boston,,,,
application,Organization 4041,General,Boston,,,,
application,Organization 14235,Healthcare / Life Sciences,Boston,,,,
application,Organization 10140,General,Switzerland,,,,
application,Organization 13827,Social Impact,Boston,,,,
application,Organization 3539,High Tech,Switzerland,,,,
application,Organization 12178,General,Switzerland,,,,
application,Organization 5663,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 7749,Healthcare / Life Sciences,Boston,,,,
application,Organization 1356,General,Boston,,,,
application,Organization 6976,General,Boston,,,,
application,Organization 10376,High Tech,Switzerland,,,,
application,Organization 8659,Social Impact,Boston,,,,
application,Organization 14233,General,Boston,,,,
application,Organization 8827,High Tech,Israel,,,,
application,Organization 6172,General,Switzerland,,,,
application,Organization 5079,Social Impact,Boston,,,,
application,Organization 7594,General,Switzerland,,,,
application,Organization 14990,General,Boston,,,,
application,Organization 4794,General,Boston,,,,
application,Organization 11320,High Tech,Boston,,,,
application,Organization 2189,High Tech,Boston,,,,
application,Organization 10595,High Tech,Israel,,,,
application,Organization 10244,High Tech,Switzerland,,,,
application,Organization 12383,High Tech,Israel,,,,
application,Organization 14114,General,Boston,,,,
application,Organization 752,General,Boston,,,,
application,Organization 9321,General,Boston,,,,
application,Organization 12541,Healthcare / Life Sciences,Israel,,,,
application,Organization 11013,General,Boston,,,,
application,Organization 11783,High Tech,Switzerland,,,,
application,Organization 331,High Tech,Boston,,,,
application,Organization 15388,Healthcare / Life Sciences,Boston,,,,
application,Organization 14641,Healthcare / Life Sciences,Boston,,,,
application,Organization 741,High Tech,Boston,,,,
application,Organization 13151,Healthcare / Life Sciences,Boston,,,,
application,Organization 5566,High Tech,Boston,,,,
application,Organization 11225,High Tech,Boston,,,,
application,Organization 15456,High Tech,Boston,,,,
application,Organization 12449,General,Israel,,,,
application,Organization 8902,General,Boston,,,,
application,Organization 10544,Healthcare / Life Sciences,Israel,,,,
application,Organization 7235,High Tech,Boston,,,,
application,Organization 2263,General,Israel,,,,
application,Organization 7664,High Tech,Boston,,,,
application,Organization 16597,High Tech,Boston,,,,
application,Organization 4099,High Tech,Israel,,,,
application,Organization 9504,Healthcare / Life Sciences,Israel,,,,
application,Organization 4709,General,Israel,,,,
application,Organization 13677,Healthcare / Life Sciences,Israel,,,,
application,Organization 1165,High Tech,Switzerland,,,,
application,Organization 8176,General,Boston,,,,
application,Organization 15845,Social Impact,Israel,,,,
application,Organization 1268,High Tech,Israel,,,,
application,Organization 3976,Healthcare / Life Sciences,Boston,,,,
application,Organization 4676,General,Boston,,,,
application,Organization 2995,High Tech,Switzerland,,,,
application,Organization 13611,High Tech,Boston,,,,
application,Organization 8638,General,Boston,,,,
application,Organization 4095,Social Impact,Israel,,,,
